supplier_id,supplier_name,supplier_region,supplier_rating,supplier_type,contact_value,onboarding_date,contact_email
381,Monique Anderson,"['Asia', 'Asia', 'Middle East', 'Middle East']",4,"['Distributor', 'Wholesaler']",38781.78,2017-05-28,michael39@example.com
382,Richard Murray,['Middle East'],3,"['Supplier', 'Supplier']",26991.09,1991-08-02,dknight@example.net
383,Danielle Garcia,"['Europe', 'Asia', 'Asia']",1,"['Wholesaler', 'Supplier', 'Wholesaler', 'Wholesaler']",23193.22,1981-06-25,bbrown@example.org
384,Jacob Villanueva,['North America'],5,"['Supplier', 'Supplier']",48282.32,2014-07-01,jonathan37@example.net
385,Carmen Flores,"['Africa', 'North America']",1,['Distributor'],35475.28,2023-07-11,iking@example.com
386,Brittany Gonzalez,['Europe'],1,"['Wholesaler', 'Supplier']",30255.07,1990-11-10,edwardmills@example.net
387,Mario Mack,"['Asia', 'North America', 'Africa', 'Asia', 'Africa']",2,"['Wholesaler', 'Distributor', 'Manufacturer', 'Distributor']",16760.85,1974-01-28,brookspamela@example.org
388,Alexander Douglas,['North America'],3,"['Wholesaler', 'Distributor']",14729.31,1979-10-21,walkerjames@example.org
389,Joel Reyes,"['Africa', 'Asia', 'Africa']",1,['Manufacturer'],41410.47,1997-10-16,ejackson@example.net
390,Andre Taylor,"['Asia', 'Middle East']",2,"['Supplier', 'Manufacturer', 'Wholesaler']",40738.86,2017-12-08,luis57@example.com
391,Monica Joyce,"['Africa', 'Asia', 'Africa', 'Asia']",5,"['Supplier', 'Manufacturer', 'Manufacturer', 'Manufacturer']",33183.28,1999-07-30,manuel12@example.net
392,Shannon Bass,"['Europe', 'Europe', 'Asia', 'Africa', 'Africa']",3,['Distributor'],32216.14,1998-07-03,cchang@example.net
393,Jennifer Kramer,"['North America', 'North America', 'Asia', 'Middle East']",5,"['Distributor', 'Wholesaler', 'Supplier', 'Wholesaler']",14501.13,2014-07-15,kristin98@example.org
394,Adam Tucker,"['Asia', 'Asia', 'Middle East', 'Middle East']",4,"['Distributor', 'Supplier']",19036.94,1991-01-24,harrisemily@example.org
395,Brian Clements,"['Europe', 'North America']",3,"['Manufacturer', 'Wholesaler']",14425.45,1999-05-22,jennifer18@example.com
396,John Ray,"['Europe', 'Europe', 'Middle East', 'North America']",4,"['Manufacturer', 'Distributor', 'Manufacturer']",20257.13,2011-10-04,pdaniel@example.net
397,Virginia Evans,['Africa'],5,"['Supplier', 'Wholesaler']",24476.67,2008-10-24,kchandler@example.com
398,Leslie Smith,"['Europe', 'Europe', 'Europe']",4,['Wholesaler'],43357.15,2017-05-28,ayalachristopher@example.net
399,Lindsey Thompson,['Middle East'],5,"['Supplier', 'Manufacturer']",28049.91,1970-11-13,michelle46@example.com
400,James Hansen,"['Africa', 'Middle East']",2,"['Distributor', 'Wholesaler', 'Wholesaler']",11577.01,2025-06-09,gholt@example.org
401,Kristine Johnson,"['Asia', 'North America', 'Middle East', 'Middle East']",4,"['Supplier', 'Wholesaler', 'Manufacturer']",45985.36,2024-11-08,kramersamuel@example.org
402,Andrew Greene,['Asia'],1,"['Wholesaler', 'Wholesaler']",31493.01,1999-11-05,williamsaaron@example.net
403,William Berry,"['Middle East', 'North America', 'Europe', 'Europe']",2,"['Distributor', 'Wholesaler', 'Distributor']",11559.84,1985-07-27,williamfoster@example.org
404,David Price,"['Middle East', 'North America', 'North America', 'Middle East']",4,"['Manufacturer', 'Supplier', 'Distributor', 'Supplier']",39686.44,2012-12-04,jonesgreg@example.com
405,Ashley Pitts,"['Asia', 'North America']",2,['Manufacturer'],34537.32,2002-09-04,fnorris@example.org
406,Robert Mills,['Europe'],3,"['Manufacturer', 'Supplier', 'Wholesaler']",29434.42,2010-03-10,smithscott@example.org
407,Jordan Drake,"['Asia', 'Asia']",5,"['Wholesaler', 'Manufacturer']",45944.87,1994-02-02,gsmith@example.net
408,Anthony Wheeler,"['Africa', 'Asia', 'North America']",4,['Wholesaler'],26947.6,2007-11-04,daniellemosley@example.org
409,David Miller,['Africa'],2,"['Supplier', 'Supplier']",24774.32,1974-06-17,tsmith@example.net
410,Jennifer Harrison,"['Africa', 'Europe', 'Europe']",3,"['Distributor', 'Supplier', 'Manufacturer']",17682.43,2013-08-02,alexanderrobert@example.com
411,Kenneth Edwards,"['Asia', 'Asia']",5,['Wholesaler'],38954.28,1998-08-03,cody96@example.com
412,Tanner Bennett,"['Asia', 'Africa', 'Europe', 'Europe']",1,['Distributor'],28899.76,1990-02-18,murphycody@example.org
413,Terry York,"['Africa', 'Middle East', 'Europe', 'North America', 'North America']",4,"['Wholesaler', 'Distributor', 'Supplier']",46430.75,1996-09-15,rollinsderek@example.net
414,Jeffery Andrews,"['Middle East', 'Europe', 'Africa', 'Asia']",2,"['Wholesaler', 'Distributor']",10267.92,2008-09-15,victor48@example.net
415,Shannon Rios,"['Asia', 'Europe', 'Asia', 'Middle East', 'North America']",1,"['Manufacturer', 'Supplier', 'Manufacturer']",30891.21,2021-04-13,abecker@example.com
416,Jon Hernandez,"['Middle East', 'Africa', 'Africa']",4,"['Wholesaler', 'Distributor']",35167.25,1985-01-13,xpierce@example.org
417,Arthur Montgomery,"['Europe', 'Asia', 'Asia']",2,"['Supplier', 'Manufacturer']",49608.73,1982-04-10,baxtersteve@example.net
418,John Walker,"['Asia', 'Asia', 'North America', 'North America']",4,"['Distributor', 'Manufacturer', 'Supplier']",27747.25,2021-06-05,erin79@example.com
419,Ruben Ryan,['Middle East'],4,"['Manufacturer', 'Wholesaler', 'Supplier', 'Manufacturer']",33729.63,1994-03-13,jennifergonzalez@example.net
420,Timothy Mueller,['Africa'],2,"['Distributor', 'Distributor']",35462.81,1997-07-15,gellison@example.net
421,Stacey Tran,"['Europe', 'Africa']",3,"['Supplier', 'Manufacturer', 'Wholesaler', 'Manufacturer']",30182.42,2010-05-01,susan74@example.com
422,Christopher Shea,"['Asia', 'North America', 'Africa', 'Asia', 'Africa']",4,['Distributor'],19995.4,1987-03-24,fgonzalez@example.org
423,Aaron Black,"['Africa', 'Africa', 'North America', 'Middle East', 'Middle East']",4,"['Wholesaler', 'Supplier']",20465.68,2011-09-12,xgraham@example.net
424,Jennifer Ferguson,"['Middle East', 'Africa', 'Europe', 'Middle East']",4,"['Supplier', 'Wholesaler']",38089.16,1973-04-14,michellemiller@example.com
425,Jennifer Carroll,"['Africa', 'Asia', 'North America', 'Africa']",1,"['Wholesaler', 'Supplier', 'Manufacturer', 'Manufacturer']",36621.38,1989-01-07,jacksoneric@example.net
426,Lynn Thompson,"['Africa', 'Africa', 'Middle East', 'Europe', 'Middle East']",2,['Manufacturer'],23423.7,1987-05-26,grahamlisa@example.com
427,Jessica Thompson,['Asia'],4,"['Distributor', 'Distributor', 'Manufacturer']",40988.83,1997-07-21,janicethomas@example.net
428,Jade Hernandez,"['Africa', 'Asia']",3,"['Manufacturer', 'Distributor', 'Distributor', 'Manufacturer']",39250.67,2018-02-11,valerie39@example.net
429,Krista Freeman,"['Europe', 'Asia', 'North America']",2,"['Manufacturer', 'Wholesaler', 'Wholesaler', 'Manufacturer']",45189.33,2012-03-02,krystalmaxwell@example.org
430,Beth Allen,"['Asia', 'North America', 'Middle East', 'North America']",2,"['Distributor', 'Wholesaler', 'Wholesaler']",42188.88,1997-02-08,bmiles@example.com
431,Daniel Rodriguez,['Europe'],1,['Supplier'],24027.6,1993-06-29,josephcrawford@example.org
432,Christopher Campbell,"['Europe', 'Asia', 'Africa']",2,['Distributor'],48171.17,1996-10-03,marvinbaker@example.net
433,David Allen,"['Asia', 'Europe', 'Middle East']",2,['Wholesaler'],18052.09,1984-02-03,jasonwilliams@example.net
434,Katherine Todd,"['Africa', 'Europe']",3,['Distributor'],28258.51,2013-07-03,azamora@example.net
435,Robert Harmon,"['North America', 'Middle East']",4,"['Manufacturer', 'Supplier']",27700.41,2013-07-13,phyllisweeks@example.org
436,Amanda Vang,"['Europe', 'Europe', 'Middle East', 'Africa', 'North America']",4,"['Manufacturer', 'Distributor', 'Manufacturer', 'Supplier']",38515.88,2003-02-09,kestes@example.com
437,Monica Clark,"['Asia', 'Middle East', 'North America', 'Asia', 'Europe']",3,"['Manufacturer', 'Supplier', 'Distributor', 'Distributor']",31206.15,1986-04-04,xpace@example.org
438,Michael Fowler,"['Europe', 'Middle East', 'North America', 'Middle East', 'Asia']",2,"['Wholesaler', 'Wholesaler', 'Supplier', 'Manufacturer']",47986.82,2022-04-12,samantha28@example.org
439,William Walker,"['North America', 'Middle East', 'Asia', 'North America']",2,"['Manufacturer', 'Manufacturer', 'Distributor', 'Distributor']",36783.53,2012-02-13,ncoffey@example.org
440,Gary Jones,"['Europe', 'Europe', 'Middle East', 'North America']",4,"['Distributor', 'Distributor', 'Wholesaler', 'Distributor']",24692.09,1992-04-04,dustin05@example.com
441,Ryan Brennan,['Asia'],5,"['Wholesaler', 'Manufacturer']",48507.71,1996-07-08,margaretbrown@example.net
442,Sydney Powell,"['North America', 'Europe', 'Africa', 'Africa', 'North America']",3,"['Supplier', 'Distributor', 'Distributor']",33680.77,2022-11-15,adam56@example.org
443,Stacey Marquez,"['Middle East', 'Europe', 'Africa', 'Africa', 'Europe']",4,"['Supplier', 'Manufacturer', 'Manufacturer']",13812.42,2008-03-27,richard03@example.org
444,Edward Wilson,"['Africa', 'Europe']",2,['Distributor'],27715.48,1980-07-25,buckkristine@example.com
445,Crystal Stevens,"['Asia', 'Middle East']",4,"['Supplier', 'Manufacturer', 'Supplier', 'Wholesaler']",38907.13,2004-03-03,courtney24@example.com
446,Stephanie Chase,"['Africa', 'Middle East', 'Africa', 'Asia', 'Africa']",4,"['Supplier', 'Wholesaler']",21102.28,2021-01-28,bishopjohn@example.net
447,Susan Roberts,"['Africa', 'Europe', 'Middle East']",5,"['Manufacturer', 'Manufacturer', 'Manufacturer']",21699.95,2023-05-05,ahunter@example.com
448,Benjamin Mckinney,['Asia'],3,"['Supplier', 'Wholesaler', 'Supplier']",24695.94,2002-05-28,marygomez@example.com
449,Andre Fox DDS,"['Middle East', 'North America', 'Asia', 'Asia', 'Europe']",1,"['Distributor', 'Supplier']",28372.02,1987-11-12,alancoleman@example.com
450,Jeffrey Cervantes,"['Middle East', 'Europe']",3,['Supplier'],17755.36,2015-12-31,mario93@example.org
451,Molly Ross,['Middle East'],5,"['Manufacturer', 'Manufacturer']",28399.44,1976-02-09,amandamathis@example.com
452,Tanner Bell,['Middle East'],4,"['Wholesaler', 'Supplier', 'Distributor']",36994.82,1998-12-05,mnorris@example.com
453,Nathan Orozco,"['Europe', 'Europe']",2,"['Wholesaler', 'Distributor', 'Manufacturer', 'Supplier']",22975.59,1971-03-12,ypeterson@example.com
454,Jennifer Carter,"['Europe', 'Europe', 'Africa', 'Europe']",3,"['Manufacturer', 'Supplier']",24410.81,2008-03-09,johnsonruth@example.org
455,Aaron Johnson,"['North America', 'North America']",1,"['Wholesaler', 'Manufacturer']",22062.43,2023-03-07,nesparza@example.net
456,Shelly Hernandez,"['Asia', 'Europe']",4,"['Wholesaler', 'Supplier', 'Wholesaler']",10736.64,2021-05-02,madeline74@example.net
457,Thomas Williams,"['Africa', 'Africa', 'Middle East']",1,"['Distributor', 'Wholesaler', 'Manufacturer', 'Supplier']",14723.84,2016-04-25,brandimartin@example.org
458,Francisco Stewart,"['Europe', 'Africa', 'Middle East']",4,"['Distributor', 'Manufacturer', 'Wholesaler', 'Distributor']",31887.7,1994-12-18,james86@example.com
459,Michael Keith,"['Asia', 'Europe']",2,"['Wholesaler', 'Manufacturer', 'Manufacturer', 'Wholesaler']",12641.65,2009-06-25,karen66@example.com
460,Gabrielle Meyer,"['Asia', 'Africa', 'Middle East', 'Asia', 'North America']",4,"['Manufacturer', 'Wholesaler', 'Manufacturer', 'Supplier']",47020.04,2012-07-11,meadowscraig@example.net
461,Jenny Reed,"['Europe', 'Middle East', 'Asia', 'Middle East']",1,"['Distributor', 'Wholesaler', 'Supplier']",45582.24,1978-05-10,richard14@example.net
462,Robert Mason,"['North America', 'Europe', 'Asia', 'North America']",4,"['Supplier', 'Supplier', 'Manufacturer']",28399.13,1990-03-14,tina45@example.net
463,Martha Yang,"['Asia', 'North America', 'Africa', 'Middle East']",2,['Supplier'],17468.84,1973-05-17,dbrown@example.org
464,Dylan Nguyen,['Africa'],3,"['Wholesaler', 'Wholesaler', 'Distributor', 'Supplier']",12391.69,2021-12-26,patrick42@example.com
465,Lynn Robinson,"['Africa', 'Europe']",4,"['Supplier', 'Wholesaler', 'Manufacturer', 'Manufacturer']",34077.55,2001-06-06,leeraymond@example.net
466,Angie Evans,"['Asia', 'Europe']",3,['Distributor'],30556.69,1972-12-29,xallen@example.com
467,Shannon Woods,"['Europe', 'Middle East', 'Asia', 'Asia', 'Africa']",3,"['Distributor', 'Distributor']",14115.41,1982-03-18,vgutierrez@example.net
468,Jonathan Myers,"['Africa', 'Africa', 'Africa', 'Middle East', 'Middle East']",4,['Manufacturer'],44855.42,1991-10-16,cynthia26@example.com
469,Roy Hoover,['North America'],3,"['Supplier', 'Manufacturer']",13899.97,2009-03-09,samantha06@example.net
470,Tracey Medina,"['North America', 'Asia', 'North America']",3,"['Manufacturer', 'Manufacturer', 'Supplier']",23030.18,2012-10-28,bennetttammy@example.com
471,Mary Hartman,"['North America', 'North America', 'Middle East', 'North America', 'Africa']",3,['Manufacturer'],37345.76,1993-01-16,jeremykelly@example.net
472,Jeffrey Vasquez,"['Africa', 'Asia', 'Middle East', 'Middle East', 'Asia']",2,"['Distributor', 'Distributor']",25004.43,1974-11-27,josephmejia@example.org
473,Melissa Smith,"['Africa', 'Europe']",1,['Distributor'],41503.6,1988-07-22,pgonzalez@example.org
474,Kylie Lee,"['Africa', 'Africa', 'Asia']",2,['Supplier'],29198.56,1991-08-29,kendracollier@example.org
475,Charles Briggs,"['North America', 'Middle East', 'Africa', 'Middle East', 'North America']",2,"['Wholesaler', 'Distributor', 'Manufacturer', 'Manufacturer']",35451.49,1997-11-28,jenniferhorn@example.org
476,David Wu,"['Africa', 'Asia', 'North America']",4,"['Wholesaler', 'Manufacturer']",15509.92,1982-12-31,turnerchristina@example.net
477,Nicole Becker,"['Asia', 'Europe', 'Asia', 'Middle East']",1,"['Supplier', 'Distributor', 'Supplier', 'Supplier']",29791.68,1992-02-19,wcoleman@example.org
478,Robert Bradford,"['Asia', 'Middle East']",4,"['Supplier', 'Manufacturer', 'Distributor']",47267.41,1982-09-10,cparker@example.org
479,Melody Tucker,"['Europe', 'Europe', 'Africa', 'Asia', 'Asia']",1,"['Distributor', 'Wholesaler']",31578.1,1977-04-20,cowens@example.net
480,Julie Thomas,['Europe'],4,"['Wholesaler', 'Supplier', 'Distributor', 'Wholesaler']",27040.79,2023-10-08,mcdowelljames@example.com
481,Julia Smith,"['Europe', 'Europe', 'Middle East', 'Europe']",3,"['Supplier', 'Manufacturer', 'Distributor', 'Manufacturer']",11374.7,1996-02-04,lisa30@example.net
482,Tammy Church,"['Middle East', 'Asia', 'North America', 'Asia']",1,"['Manufacturer', 'Distributor', 'Manufacturer', 'Wholesaler']",16225.11,1995-09-26,marshsonya@example.com
483,Christina Bartlett,"['North America', 'North America', 'Asia']",5,"['Wholesaler', 'Distributor', 'Manufacturer', 'Distributor']",12373.37,1975-11-06,oleonard@example.com
484,Eric Kim,"['Europe', 'Africa', 'Europe', 'Asia', 'Asia']",3,"['Supplier', 'Supplier']",40877.36,1985-04-09,nicholas03@example.com
485,Mark Lucas,"['Asia', 'Asia', 'Europe', 'Europe']",4,['Distributor'],43327.89,1989-08-31,lacey59@example.org
486,Travis Campbell,"['North America', 'North America']",4,['Supplier'],41494.52,2000-02-07,joseph12@example.com
487,Maria Hernandez,"['Middle East', 'Middle East', 'Africa']",5,['Manufacturer'],28916.44,1988-08-28,hrussell@example.org
488,Jeanette Castillo,"['Asia', 'Europe', 'Middle East', 'North America']",3,"['Manufacturer', 'Distributor', 'Wholesaler', 'Manufacturer']",40732.22,2011-01-19,lkelly@example.com
489,Jason Farrell,"['Africa', 'North America', 'Middle East']",4,"['Supplier', 'Distributor']",14487.07,1987-07-25,greengeorge@example.org
490,Christian Stone,"['Asia', 'Asia', 'North America', 'Africa', 'Africa']",5,"['Distributor', 'Wholesaler', 'Manufacturer']",49514.24,1975-08-23,glong@example.com
491,Lisa Torres,"['Asia', 'Europe', 'Asia', 'North America', 'North America']",5,"['Wholesaler', 'Supplier', 'Manufacturer', 'Manufacturer']",36395.61,2011-05-16,blackburnamanda@example.net
492,Krista Horton,"['Middle East', 'Africa', 'Asia', 'Europe']",2,"['Wholesaler', 'Supplier']",10089.32,2005-03-31,newmandaniel@example.net
493,Richard Patel,"['Africa', 'North America']",3,"['Manufacturer', 'Distributor']",34787.48,2001-07-08,whitesandra@example.org
494,Tracy Solis,"['Middle East', 'Middle East', 'North America', 'North America']",5,"['Supplier', 'Supplier', 'Supplier', 'Wholesaler']",38744.87,2010-11-18,oprince@example.com
495,Matthew Scott,"['North America', 'Africa']",2,"['Manufacturer', 'Manufacturer', 'Manufacturer', 'Distributor']",40862.72,1999-07-20,kenneth95@example.net
496,Emma Brooks,"['Asia', 'Asia', 'Africa', 'Asia', 'Middle East']",2,['Wholesaler'],41674.64,2008-07-09,philiphoward@example.org
497,Debbie Mccann,"['Africa', 'North America', 'Asia', 'North America']",1,"['Supplier', 'Supplier']",48636.91,2005-09-12,sanchezruth@example.net
498,Jonathan Anderson,"['North America', 'Asia', 'North America', 'Asia']",3,"['Manufacturer', 'Wholesaler', 'Manufacturer']",20149.64,1995-11-05,popecharles@example.com
499,Cameron Peterson,"['Asia', 'Middle East', 'Europe', 'Asia', 'Africa']",1,['Manufacturer'],38820.69,1973-04-07,alexisreed@example.net
500,Alicia Lam,['Europe'],2,"['Distributor', 'Wholesaler']",38538.41,2005-11-14,ythompson@example.org
